id_contrato,id_cliente,valor_contrato,saldo_devedor,data_contratacao,prazo_meses,status_contrato,data_carga
1596,465,48790.11,25942.26,2024-06-28,24,inadimplente,2025-03-28 18:36:55.490957
1597,585,24976.16,10494.91,2024-08-25,12,liquidado,2025-03-28 18:36:55.490957
1598,407,63261.61,24201.18,2024-07-24,12,ativo,2025-03-28 18:36:55.490957
1599,959,1024.05,398.21,2023-05-04,24,ativo,2025-03-28 18:36:55.490957
1600,61,4200.0,2789.34,2021-04-15,48,liquidado,2025-03-28 18:36:55.490957
1601,486,97119.57,54534.97,2024-02-06,60,inadimplente,2025-03-28 18:36:55.490957
1602,836,61956.88,48553.5,2021-09-13,36,liquidado,2025-03-28 18:36:55.490957
1603,208,12906.83,10228.27,2022-07-14,36,liquidado,2025-03-28 18:36:55.490957
1604,646,55562.99,44232.4,2021-03-11,36,inadimplente,2025-03-28 18:36:55.490957
1605,831,37226.02,17463.53,2023-01-09,24,ativo,2025-03-28 18:36:55.490957
1606,132,11211.53,10764.35,2023-12-13,36,inadimplente,2025-03-28 18:36:55.490957
1607,842,87123.03,33833.06,2020-10-19,36,ativo,2025-03-28 18:36:55.490957
1608,19,13538.93,8048.1,2020-05-17,12,ativo,2025-03-28 18:36:55.490957
1609,175,10033.91,3147.15,2022-03-16,36,liquidado,2025-03-28 18:36:55.490957
1610,867,98682.98,72388.29,2020-08-29,48,liquidado,2025-03-28 18:36:55.490957
1611,282,49152.77,25014.6,2022-04-12,48,ativo,2025-03-28 18:36:55.490957
1612,646,98256.66,43097.5,2023-01-15,36,ativo,2025-03-28 18:36:55.490957
1613,472,10382.08,3163.96,2023-10-11,12,inadimplente,2025-03-28 18:36:55.490957
1614,83,23157.99,12466.15,2023-03-14,48,ativo,2025-03-28 18:36:55.490957
1615,632,24858.63,23747.15,2024-01-02,24,liquidado,2025-03-28 18:36:55.490957
1616,799,87465.75,50423.41,2022-04-12,60,liquidado,2025-03-28 18:36:55.490957
1617,958,23842.69,13006.57,2020-12-14,60,ativo,2025-03-28 18:36:55.490957
1618,416,58142.77,20124.64,2020-06-04,36,inadimplente,2025-03-28 18:36:55.490957
1619,801,93757.98,52886.66,2024-08-06,60,liquidado,2025-03-28 18:36:55.490957
1620,366,44087.84,42447.32,2024-09-27,12,liquidado,2025-03-28 18:36:55.490957
1621,871,16608.44,7005.56,2025-02-01,60,ativo,2025-03-28 18:36:55.490957
1622,252,73428.83,40892.42,2024-12-24,24,inadimplente,2025-03-28 18:36:55.490957
1623,378,97886.75,79153.49,2021-12-03,60,liquidado,2025-03-28 18:36:55.490957
1624,509,20065.58,7390.82,2024-10-29,36,inadimplente,2025-03-28 18:36:55.490957
1625,961,17657.78,12486.8,2020-04-26,36,inadimplente,2025-03-28 18:36:55.490957
1626,847,59343.83,39617.86,2023-02-12,60,inadimplente,2025-03-28 18:36:55.490957
1627,121,33100.84,12503.0,2020-10-22,60,inadimplente,2025-03-28 18:36:55.490957
1628,69,11073.7,3703.12,2020-08-18,36,ativo,2025-03-28 18:36:55.490957
1629,626,66378.3,53852.03,2023-02-11,60,inadimplente,2025-03-28 18:36:55.490957
1630,293,67112.82,22041.0,2021-10-31,36,inadimplente,2025-03-28 18:36:55.490957
1631,892,80497.6,64503.06,2022-08-25,24,ativo,2025-03-28 18:36:55.490957
1632,960,86125.59,41019.06,2024-10-21,12,ativo,2025-03-28 18:36:55.490957
1633,568,50271.11,31832.4,2022-10-26,48,inadimplente,2025-03-28 18:36:55.490957
1634,620,32668.08,23444.59,2025-01-07,48,ativo,2025-03-28 18:36:55.490957
1635,304,81750.89,28114.58,2021-02-06,24,liquidado,2025-03-28 18:36:55.490957
1636,715,7894.94,5623.21,2023-02-05,12,liquidado,2025-03-28 18:36:55.490957
1637,723,4331.32,1727.23,2024-04-15,60,ativo,2025-03-28 18:36:55.490957
1638,930,34220.16,33645.74,2021-08-18,36,inadimplente,2025-03-28 18:36:55.490957
1639,646,59191.75,52864.61,2021-02-19,48,ativo,2025-03-28 18:36:55.490957
1640,762,67555.6,62709.84,2021-09-25,60,liquidado,2025-03-28 18:36:55.490957
1641,532,69627.74,24344.74,2021-05-04,60,ativo,2025-03-28 18:36:55.490957
1642,765,83802.04,73840.89,2023-10-10,60,liquidado,2025-03-28 18:36:55.490957
1643,898,21569.29,6776.99,2023-06-25,24,ativo,2025-03-28 18:36:55.490957
1644,190,71159.0,32049.89,2021-01-24,48,ativo,2025-03-28 18:36:55.490957
1645,812,76661.31,76293.94,2024-02-01,36,inadimplente,2025-03-28 18:36:55.490957
1646,343,48198.63,23591.89,2020-11-01,60,liquidado,2025-03-28 18:36:55.490957
1647,146,94632.68,89986.31,2021-08-25,36,inadimplente,2025-03-28 18:36:55.490957
1648,601,74927.59,67467.49,2020-04-26,36,inadimplente,2025-03-28 18:36:55.490957
1649,473,69925.92,31064.71,2023-06-06,60,liquidado,2025-03-28 18:36:55.490957
1650,373,82705.53,32102.85,2020-12-09,48,ativo,2025-03-28 18:36:55.490957
1651,868,90458.17,34165.72,2024-01-28,60,liquidado,2025-03-28 18:36:55.490957
1652,757,43748.7,37189.28,2021-11-25,48,inadimplente,2025-03-28 18:36:55.490957
1653,529,46799.31,39758.37,2023-08-21,36,ativo,2025-03-28 18:36:55.490957
1654,731,3641.0,1123.97,2023-11-04,12,inadimplente,2025-03-28 18:36:55.490957
1655,368,81305.1,26259.75,2025-02-11,24,ativo,2025-03-28 18:36:55.490957
1656,398,96268.0,85091.0,2022-10-31,24,ativo,2025-03-28 18:36:55.490957
1657,780,83504.38,45394.56,2024-12-25,12,ativo,2025-03-28 18:36:55.490957
1658,157,6116.88,2513.89,2022-10-24,12,liquidado,2025-03-28 18:36:55.490957
1659,421,52194.97,43558.13,2024-06-20,12,ativo,2025-03-28 18:36:55.490957
1660,398,45434.34,15629.42,2022-09-05,60,inadimplente,2025-03-28 18:36:55.490957
1661,798,61163.27,41388.94,2023-02-26,24,liquidado,2025-03-28 18:36:55.490957
1662,610,17905.27,8214.69,2022-09-29,36,inadimplente,2025-03-28 18:36:55.490957
1663,72,34727.86,18294.13,2021-12-06,36,inadimplente,2025-03-28 18:36:55.490957
1664,652,83137.2,57669.35,2024-12-27,48,ativo,2025-03-28 18:36:55.490957
1665,281,47566.79,46109.92,2023-11-03,60,liquidado,2025-03-28 18:36:55.490957
1666,280,95964.31,76863.94,2022-04-12,12,inadimplente,2025-03-28 18:36:55.490957
1667,676,59383.17,36517.02,2024-06-25,60,ativo,2025-03-28 18:36:55.490957
1668,438,93221.97,66032.2,2024-03-31,24,liquidado,2025-03-28 18:36:55.490957
1669,743,83417.37,74704.0,2024-08-26,60,ativo,2025-03-28 18:36:55.490957
1670,530,51462.59,29126.38,2024-01-22,12,inadimplente,2025-03-28 18:36:55.490957
1671,300,35676.96,21995.85,2022-02-08,48,liquidado,2025-03-28 18:36:55.490957
1672,308,88884.72,46462.82,2023-02-06,36,ativo,2025-03-28 18:36:55.490957
1673,131,38449.12,24269.89,2020-12-31,48,liquidado,2025-03-28 18:36:55.490957
1674,623,42489.69,36044.93,2021-06-22,36,inadimplente,2025-03-28 18:36:55.490957
1675,5,1156.36,1052.35,2020-08-04,60,inadimplente,2025-03-28 18:36:55.490957
1676,950,59182.62,20407.97,2025-01-12,48,liquidado,2025-03-28 18:36:55.490957
1677,387,34047.68,27558.0,2022-12-02,48,inadimplente,2025-03-28 18:36:55.490957
1678,207,27735.79,12336.49,2024-05-23,12,ativo,2025-03-28 18:36:55.490957
1679,234,18786.27,14697.93,2021-07-06,12,liquidado,2025-03-28 18:36:55.490957
1680,135,89750.81,66896.05,2023-03-31,36,inadimplente,2025-03-28 18:36:55.490957
1681,141,94553.49,37738.94,2022-12-01,12,liquidado,2025-03-28 18:36:55.490957
1682,419,84493.96,37400.68,2020-10-10,60,inadimplente,2025-03-28 18:36:55.490957
1683,685,90247.1,44155.04,2022-09-02,36,ativo,2025-03-28 18:36:55.490957
1684,478,11007.77,5682.13,2024-07-20,36,liquidado,2025-03-28 18:36:55.490957
1685,311,22792.8,11336.13,2023-08-10,48,ativo,2025-03-28 18:36:55.490957
1686,704,87452.18,69387.86,2023-09-01,24,liquidado,2025-03-28 18:36:55.490957
1687,353,78413.31,32067.41,2024-05-22,60,liquidado,2025-03-28 18:36:55.490957
1688,813,25545.31,24254.1,2023-06-09,48,ativo,2025-03-28 18:36:55.490957
1689,347,76810.57,27961.97,2022-12-08,60,ativo,2025-03-28 18:36:55.490957
1690,462,93491.08,33703.28,2021-05-20,60,ativo,2025-03-28 18:36:55.490957
1691,424,94172.42,85436.41,2022-02-15,12,liquidado,2025-03-28 18:36:55.490957
1692,68,43228.02,17183.47,2024-10-20,12,ativo,2025-03-28 18:36:55.490957
1693,259,43024.79,22223.46,2022-01-24,24,liquidado,2025-03-28 18:36:55.490957
1694,733,69394.5,59046.26,2021-06-18,12,ativo,2025-03-28 18:36:55.490957
1695,572,91678.36,45981.64,2025-03-07,60,inadimplente,2025-03-28 18:36:55.490957
1696,178,45756.76,41182.69,2020-08-16,60,ativo,2025-03-28 18:36:55.490957
1697,57,48855.81,23668.44,2020-07-29,60,ativo,2025-03-28 18:36:55.490957
1698,179,49424.27,42291.87,2022-01-15,60,liquidado,2025-03-28 18:36:55.490957
1699,455,54204.28,17115.17,2020-05-25,12,inadimplente,2025-03-28 18:36:55.490957
1700,516,39775.88,29248.8,2020-09-24,12,inadimplente,2025-03-28 18:36:55.490957
1701,655,2785.17,1921.58,2021-11-08,12,ativo,2025-03-28 18:36:55.490957
1702,185,16065.29,6806.06,2022-09-02,48,ativo,2025-03-28 18:36:55.490957
1703,596,73676.75,56229.01,2022-12-29,48,ativo,2025-03-28 18:36:55.490957
1704,486,80621.85,61386.19,2020-11-09,48,liquidado,2025-03-28 18:36:55.490957
1705,976,80501.51,45206.04,2020-06-22,48,ativo,2025-03-28 18:36:55.490957
1706,428,96966.76,94226.32,2022-02-24,36,liquidado,2025-03-28 18:36:55.490957
1707,561,41906.25,24470.47,2024-05-01,48,inadimplente,2025-03-28 18:36:55.490957
1708,234,59776.87,50237.81,2024-11-30,60,ativo,2025-03-28 18:36:55.490957
1709,309,42519.4,41489.9,2021-01-07,12,inadimplente,2025-03-28 18:36:55.490957
1710,43,54661.3,51563.47,2021-07-18,60,ativo,2025-03-28 18:36:55.490957
1711,971,21006.23,20309.86,2024-07-10,12,liquidado,2025-03-28 18:36:55.490957
1712,990,29399.82,14347.28,2024-10-01,36,liquidado,2025-03-28 18:36:55.490957
1713,149,27533.14,14597.0,2022-08-06,48,ativo,2025-03-28 18:36:55.490957
1714,393,7092.76,3468.23,2024-02-13,36,inadimplente,2025-03-28 18:36:55.490957
1715,329,11485.65,3595.61,2022-08-16,12,inadimplente,2025-03-28 18:36:55.490957
1716,311,87483.96,72958.07,2023-12-06,60,inadimplente,2025-03-28 18:36:55.490957
1717,687,31658.51,12711.62,2023-12-31,48,inadimplente,2025-03-28 18:36:55.490957
1718,45,74290.99,50517.05,2025-03-20,60,ativo,2025-03-28 18:36:55.490957
1719,521,37313.78,21712.82,2021-12-24,24,ativo,2025-03-28 18:36:55.490957
1720,415,75528.09,66184.36,2020-07-12,48,ativo,2025-03-28 18:36:55.490957
1721,320,63432.98,22560.81,2024-07-12,12,liquidado,2025-03-28 18:36:55.490957
1722,660,37594.67,19944.49,2020-07-28,60,ativo,2025-03-28 18:36:55.490957
1723,770,11503.11,5327.52,2021-07-13,48,liquidado,2025-03-28 18:36:55.490957
1724,27,51636.62,38769.73,2021-02-18,60,ativo,2025-03-28 18:36:55.490957
1725,60,18819.96,12266.54,2023-09-26,36,liquidado,2025-03-28 18:36:55.490957
1726,564,83577.05,71862.38,2025-02-04,12,liquidado,2025-03-28 18:36:55.490957
1727,231,43618.86,27352.03,2023-11-23,24,liquidado,2025-03-28 18:36:55.490957
1728,477,4445.12,2606.95,2020-05-17,36,inadimplente,2025-03-28 18:36:55.490957
1729,128,80236.05,49739.67,2022-01-11,36,inadimplente,2025-03-28 18:36:55.490957
1730,90,82888.66,49526.11,2024-04-30,60,ativo,2025-03-28 18:36:55.490957
1731,457,54083.04,33228.82,2020-08-18,60,inadimplente,2025-03-28 18:36:55.490957
1732,1,72141.77,32436.07,2022-01-07,36,inadimplente,2025-03-28 18:36:55.490957
1733,698,23550.06,16689.95,2023-07-07,24,ativo,2025-03-28 18:36:55.490957
1734,253,48418.09,44926.95,2022-05-04,24,liquidado,2025-03-28 18:36:55.490957
1735,109,49028.06,48128.22,2022-11-18,36,inadimplente,2025-03-28 18:36:55.490957
1736,949,50299.65,34602.08,2022-06-24,24,inadimplente,2025-03-28 18:36:55.490957
1737,678,17998.38,13636.21,2023-10-09,24,liquidado,2025-03-28 18:36:55.490957
1738,467,94769.89,37448.6,2021-04-02,48,inadimplente,2025-03-28 18:36:55.490957
1739,322,4391.85,1841.31,2022-01-07,24,inadimplente,2025-03-28 18:36:55.490957
1740,156,15691.77,9088.5,2024-01-01,48,ativo,2025-03-28 18:36:55.490957
1741,333,98734.23,90556.29,2022-02-27,12,liquidado,2025-03-28 18:36:55.490957
1742,306,58963.11,30717.28,2021-09-17,60,inadimplente,2025-03-28 18:36:55.490957
1743,802,52852.09,16761.31,2023-10-22,12,liquidado,2025-03-28 18:36:55.490957
1744,156,52374.8,37921.01,2023-12-23,36,inadimplente,2025-03-28 18:36:55.490957
1745,748,91437.59,54037.38,2022-01-27,12,ativo,2025-03-28 18:36:55.490957
1746,778,63123.11,53596.93,2021-01-04,12,liquidado,2025-03-28 18:36:55.490957
1747,108,50937.68,41811.41,2024-05-02,36,ativo,2025-03-28 18:36:55.490957
1748,738,51102.23,40986.72,2021-06-12,60,inadimplente,2025-03-28 18:36:55.490957
1749,874,84809.56,29234.4,2023-03-14,48,ativo,2025-03-28 18:36:55.490957
1750,988,88451.62,57228.37,2021-03-18,12,ativo,2025-03-28 18:36:55.490957
1751,898,22786.56,13033.27,2024-10-04,48,inadimplente,2025-03-28 18:36:55.490957
1752,121,66905.83,30082.08,2020-12-27,24,inadimplente,2025-03-28 18:36:55.490957
1753,13,16143.23,13955.53,2022-12-28,48,ativo,2025-03-28 18:36:55.490957
1754,71,48586.34,29812.42,2021-03-02,36,ativo,2025-03-28 18:36:55.490957
1755,725,29467.79,12147.34,2021-12-31,24,ativo,2025-03-28 18:36:55.490957
1756,115,4046.74,2963.12,2024-11-25,48,inadimplente,2025-03-28 18:36:55.490957
1757,325,13233.68,4905.99,2023-12-22,24,ativo,2025-03-28 18:36:55.490957
1758,960,25891.59,10913.32,2022-09-15,36,liquidado,2025-03-28 18:36:55.490957
1759,458,22122.94,12599.8,2023-02-19,12,liquidado,2025-03-28 18:36:55.490957
1760,304,73928.54,28055.52,2021-09-26,48,inadimplente,2025-03-28 18:36:55.490957
1761,889,25643.97,18290.99,2021-01-06,60,ativo,2025-03-28 18:36:55.490957
1762,677,13590.94,7869.04,2022-07-21,12,inadimplente,2025-03-28 18:36:55.490957
1763,213,84797.08,54551.02,2021-07-09,48,inadimplente,2025-03-28 18:36:55.490957
1764,6,13510.64,13261.83,2025-01-15,12,liquidado,2025-03-28 18:36:55.490957
1765,232,77387.3,42243.46,2023-09-13,48,liquidado,2025-03-28 18:36:55.490957
1766,565,66226.69,46127.59,2025-03-06,60,liquidado,2025-03-28 18:36:55.490957
1767,419,19307.68,7327.48,2020-09-02,24,ativo,2025-03-28 18:36:55.490957
1768,528,6721.03,2678.04,2024-01-13,48,liquidado,2025-03-28 18:36:55.490957
1769,468,51170.23,19883.82,2022-08-06,60,ativo,2025-03-28 18:36:55.490957
1770,723,49774.76,26743.77,2022-01-10,24,liquidado,2025-03-28 18:36:55.490957
1771,622,75528.89,37568.04,2025-02-19,60,ativo,2025-03-28 18:36:55.490957
1772,808,16378.99,12556.61,2023-01-23,36,liquidado,2025-03-28 18:36:55.490957
1773,78,62408.58,31579.09,2022-05-19,48,ativo,2025-03-28 18:36:55.490957
1774,879,36366.95,25600.05,2020-07-28,36,inadimplente,2025-03-28 18:36:55.490957
1775,989,63104.39,32248.99,2022-03-04,24,inadimplente,2025-03-28 18:36:55.490957
1776,288,33571.57,19270.69,2020-06-11,12,ativo,2025-03-28 18:36:55.490957
1777,896,7094.11,5382.95,2024-11-16,24,inadimplente,2025-03-28 18:36:55.490957
1778,365,5146.16,3356.06,2025-02-15,60,liquidado,2025-03-28 18:36:55.490957
1779,245,5866.69,4115.19,2023-12-04,24,liquidado,2025-03-28 18:36:55.490957
1780,125,87752.94,27495.66,2024-04-30,24,ativo,2025-03-28 18:36:55.490957
1781,531,51689.79,51409.08,2020-08-17,60,liquidado,2025-03-28 18:36:55.490957
1782,37,53032.36,34346.5,2020-12-22,12,ativo,2025-03-28 18:36:55.490957
1783,88,48701.89,18849.66,2020-04-15,60,inadimplente,2025-03-28 18:36:55.490957
1784,447,57855.06,42547.8,2022-09-18,36,liquidado,2025-03-28 18:36:55.490957
1785,794,86239.87,63035.92,2020-04-24,36,liquidado,2025-03-28 18:36:55.490957
1786,597,42381.92,29493.16,2023-08-01,60,ativo,2025-03-28 18:36:55.490957
1787,855,64101.86,51374.32,2024-01-15,48,inadimplente,2025-03-28 18:36:55.490957
1788,114,1431.6,1356.09,2024-03-10,36,inadimplente,2025-03-28 18:36:55.490957
1789,315,79550.22,74813.08,2024-09-03,60,liquidado,2025-03-28 18:36:55.490957
1790,113,93389.28,89359.82,2022-10-13,12,liquidado,2025-03-28 18:36:55.490957
1791,847,81232.86,63588.36,2020-05-03,48,ativo,2025-03-28 18:36:55.490957
1792,399,40533.29,17400.93,2024-07-08,24,inadimplente,2025-03-28 18:36:55.490957
1793,607,85030.33,43258.03,2021-08-09,48,ativo,2025-03-28 18:36:55.490957
1794,703,32885.98,23184.94,2021-03-21,60,inadimplente,2025-03-28 18:36:55.490957
1795,588,37143.28,34870.44,2023-10-01,36,liquidado,2025-03-28 18:36:55.490957
1796,371,53617.11,48808.0,2022-08-26,60,ativo,2025-03-28 18:36:55.490957
1797,998,98654.99,80167.38,2022-12-08,24,liquidado,2025-03-28 18:36:55.490957
1798,95,15266.29,14995.69,2023-02-25,48,ativo,2025-03-28 18:36:55.490957
1799,13,57514.45,38474.27,2021-09-19,36,ativo,2025-03-28 18:36:55.490957
1800,25,82976.29,34041.05,2024-07-21,12,liquidado,2025-03-28 18:36:55.490957
1801,87,59651.63,53279.9,2024-03-07,48,inadimplente,2025-03-28 18:36:55.490957
1802,908,42666.85,34516.33,2022-11-10,24,liquidado,2025-03-28 18:36:55.490957
1803,180,9712.6,8988.76,2023-02-11,12,liquidado,2025-03-28 18:36:55.490957
1804,236,46773.78,26803.54,2024-10-09,36,liquidado,2025-03-28 18:36:55.490957
1805,22,81202.42,39489.62,2023-06-03,36,liquidado,2025-03-28 18:36:55.490957
1806,133,93149.96,43969.13,2023-02-01,48,ativo,2025-03-28 18:36:55.490957
1807,464,40458.03,16955.61,2022-05-15,24,inadimplente,2025-03-28 18:36:55.490957
1808,166,34581.14,18185.48,2023-10-15,24,liquidado,2025-03-28 18:36:55.490957
1809,645,22211.29,11963.4,2021-02-20,48,inadimplente,2025-03-28 18:36:55.490957
1810,735,64195.83,48673.04,2020-12-24,60,ativo,2025-03-28 18:36:55.490957
1811,601,66490.91,47497.12,2024-09-10,36,inadimplente,2025-03-28 18:36:55.490957
1812,945,68163.51,49445.56,2023-05-30,60,ativo,2025-03-28 18:36:55.490957
1813,489,69690.69,52392.0,2024-09-13,60,inadimplente,2025-03-28 18:36:55.490957
1814,392,33949.02,28123.73,2021-05-05,12,liquidado,2025-03-28 18:36:55.490957
1815,11,61578.5,34574.1,2022-05-12,36,liquidado,2025-03-28 18:36:55.490957
1816,373,59181.75,28201.72,2023-10-22,36,ativo,2025-03-28 18:36:55.490957
1817,132,48180.23,24439.22,2021-10-25,48,ativo,2025-03-28 18:36:55.490957
1818,853,79286.53,44539.17,2022-02-05,48,liquidado,2025-03-28 18:36:55.490957
1819,480,91444.22,61062.09,2024-06-29,60,ativo,2025-03-28 18:36:55.490957
1820,121,85362.63,59022.29,2020-12-10,12,ativo,2025-03-28 18:36:55.490957
1821,532,16998.2,6507.72,2021-12-17,12,liquidado,2025-03-28 18:36:55.490957
1822,888,37328.83,13390.92,2023-02-12,12,ativo,2025-03-28 18:36:55.490957
1823,269,9921.25,8327.27,2023-11-14,12,liquidado,2025-03-28 18:36:55.490957
1824,110,29961.5,23331.78,2021-04-10,36,inadimplente,2025-03-28 18:36:55.490957
1825,476,49014.24,25188.59,2024-04-25,24,inadimplente,2025-03-28 18:36:55.490957
1826,57,51256.04,44366.0,2022-09-26,60,inadimplente,2025-03-28 18:36:55.490957
1827,178,28869.45,13596.46,2022-04-27,36,ativo,2025-03-28 18:36:55.490957
1828,317,45972.8,36947.92,2024-10-20,12,liquidado,2025-03-28 18:36:55.490957
1829,909,63775.1,63089.59,2022-11-19,60,liquidado,2025-03-28 18:36:55.490957
1830,274,26426.33,16365.54,2023-09-18,36,liquidado,2025-03-28 18:36:55.490957
1831,26,52225.82,31473.85,2024-08-17,24,liquidado,2025-03-28 18:36:55.490957
1832,264,82091.63,56067.71,2023-04-17,24,liquidado,2025-03-28 18:36:55.490957
1833,462,99719.85,50341.2,2024-03-05,60,liquidado,2025-03-28 18:36:55.490957
1834,864,23607.21,10719.49,2021-06-16,36,inadimplente,2025-03-28 18:36:55.490957
1835,911,85413.95,71954.28,2020-04-25,48,inadimplente,2025-03-28 18:36:55.490957
1836,838,26086.41,17047.98,2025-01-18,36,ativo,2025-03-28 18:36:55.490957
1837,447,88772.37,73341.59,2024-05-23,60,inadimplente,2025-03-28 18:36:55.490957
1838,854,66351.77,58738.27,2022-01-23,24,inadimplente,2025-03-28 18:36:55.490957
1839,719,72538.56,32145.68,2022-08-15,60,liquidado,2025-03-28 18:36:55.490957
1840,227,75739.08,40183.18,2021-02-06,60,ativo,2025-03-28 18:36:55.490957
1841,973,85547.62,73718.26,2021-05-29,36,ativo,2025-03-28 18:36:55.490957
1842,664,43864.33,15340.11,2023-07-24,24,inadimplente,2025-03-28 18:36:55.490957
1843,469,87338.5,43866.28,2024-04-10,36,inadimplente,2025-03-28 18:36:55.490957
1844,150,38441.44,27042.93,2024-06-07,48,inadimplente,2025-03-28 18:36:55.490957
1845,99,13348.88,5764.82,2024-09-17,24,ativo,2025-03-28 18:36:55.490957
1846,365,81311.83,37066.36,2022-09-23,60,inadimplente,2025-03-28 18:36:55.490957
1847,434,53249.45,36104.22,2023-01-31,36,ativo,2025-03-28 18:36:55.490957
1848,923,48089.85,34719.2,2024-03-18,36,inadimplente,2025-03-28 18:36:55.490957
1849,648,55510.72,26390.19,2022-04-18,60,liquidado,2025-03-28 18:36:55.490957
1850,478,66086.99,61232.68,2023-09-30,12,liquidado,2025-03-28 18:36:55.490957
1851,205,72198.62,51224.55,2020-10-15,24,inadimplente,2025-03-28 18:36:55.490957
1852,916,25749.87,17370.46,2020-08-26,48,inadimplente,2025-03-28 18:36:55.490957
1853,430,27587.16,23273.21,2024-03-08,12,inadimplente,2025-03-28 18:36:55.490957
1854,154,48032.82,41082.89,2024-08-23,36,liquidado,2025-03-28 18:36:55.490957
1855,360,41086.17,18031.11,2020-08-01,60,liquidado,2025-03-28 18:36:55.490957
1856,370,17856.64,13268.44,2021-08-05,12,ativo,2025-03-28 18:36:55.490957
1857,125,83579.39,70971.77,2020-08-20,24,liquidado,2025-03-28 18:36:55.490957
1858,554,82013.21,61394.92,2022-02-06,48,inadimplente,2025-03-28 18:36:55.490957
1859,637,93331.93,67522.39,2023-12-20,12,ativo,2025-03-28 18:36:55.490957
1860,162,90989.11,67928.04,2020-09-08,36,liquidado,2025-03-28 18:36:55.490957
1861,40,22678.04,14685.96,2022-03-15,24,ativo,2025-03-28 18:36:55.490957
1862,379,18047.23,8837.26,2024-10-14,60,inadimplente,2025-03-28 18:36:55.490957
1863,901,3999.03,3356.98,2024-09-07,12,ativo,2025-03-28 18:36:55.490957
1864,20,20787.42,9610.06,2025-02-26,36,ativo,2025-03-28 18:36:55.490957
1865,944,5732.17,2488.02,2025-02-16,12,liquidado,2025-03-28 18:36:55.490957
1866,666,67938.04,53770.79,2023-07-29,36,ativo,2025-03-28 18:36:55.490957
1867,581,31772.18,31421.69,2021-01-08,48,inadimplente,2025-03-28 18:36:55.490957
1868,692,84474.61,53783.82,2020-08-28,36,liquidado,2025-03-28 18:36:55.490957
1869,436,16151.22,10561.45,2022-02-27,24,inadimplente,2025-03-28 18:36:55.490957
1870,143,44850.78,32270.38,2022-08-12,36,ativo,2025-03-28 18:36:55.490957
1871,501,17034.75,13467.21,2023-03-23,36,inadimplente,2025-03-28 18:36:55.490957
1872,460,24916.92,17152.98,2023-07-27,12,ativo,2025-03-28 18:36:55.490957
1873,896,40834.68,12920.96,2020-08-15,36,inadimplente,2025-03-28 18:36:55.490957
1874,838,84808.88,33011.84,2023-09-11,24,inadimplente,2025-03-28 18:36:55.490957
1875,196,53679.68,26113.25,2021-01-01,36,inadimplente,2025-03-28 18:36:55.490957
1876,939,40858.53,37721.08,2021-04-10,48,inadimplente,2025-03-28 18:36:55.490957
1877,809,12913.7,4764.85,2020-07-28,48,inadimplente,2025-03-28 18:36:55.490957
1878,176,6511.61,5588.67,2022-11-16,48,inadimplente,2025-03-28 18:36:55.490957
1879,864,50125.73,39247.2,2021-12-26,24,ativo,2025-03-28 18:36:55.490957
1880,342,70164.92,55623.6,2023-03-07,60,liquidado,2025-03-28 18:36:55.490957
1881,658,45349.54,19600.46,2023-11-09,60,ativo,2025-03-28 18:36:55.490957
1882,526,31457.85,10369.58,2023-08-30,48,inadimplente,2025-03-28 18:36:55.490957
1883,479,87791.74,39630.13,2021-01-22,36,liquidado,2025-03-28 18:36:55.490957
1884,212,36336.79,36070.22,2020-12-16,48,inadimplente,2025-03-28 18:36:55.490957
1885,733,51186.08,39985.18,2023-03-19,12,inadimplente,2025-03-28 18:36:55.490957
1886,523,57089.84,55383.97,2024-08-16,24,liquidado,2025-03-28 18:36:55.490957
1887,50,31666.77,21068.51,2022-10-26,60,ativo,2025-03-28 18:36:55.490957
1888,132,29738.08,20187.15,2023-12-29,48,liquidado,2025-03-28 18:36:55.490957
1889,848,42378.98,40685.47,2022-06-03,12,liquidado,2025-03-28 18:36:55.490957
1890,233,73497.78,53481.58,2021-10-18,48,liquidado,2025-03-28 18:36:55.490957
1891,255,22928.6,15096.57,2024-06-20,24,ativo,2025-03-28 18:36:55.490957
1892,277,45035.74,34584.84,2020-09-20,60,ativo,2025-03-28 18:36:55.490957
1893,326,80340.26,77158.76,2020-09-09,48,ativo,2025-03-28 18:36:55.490957
1894,548,79328.52,38161.37,2023-05-07,36,ativo,2025-03-28 18:36:55.490957
1895,702,14757.03,7034.52,2022-08-06,48,liquidado,2025-03-28 18:36:55.490957
1896,529,40326.97,19683.21,2024-04-13,60,liquidado,2025-03-28 18:36:55.490957
1897,608,71124.08,39651.18,2021-11-29,48,ativo,2025-03-28 18:36:55.490957
1898,235,80696.75,45103.19,2023-08-08,36,ativo,2025-03-28 18:36:55.490957
1899,539,25737.74,18823.35,2024-04-09,24,ativo,2025-03-28 18:36:55.490957
1900,594,46773.82,16465.89,2023-04-10,36,inadimplente,2025-03-28 18:36:55.490957
1901,306,34433.37,29845.88,2021-02-07,12,inadimplente,2025-03-28 18:36:55.490957
1902,859,71931.15,41040.0,2022-07-08,60,ativo,2025-03-28 18:36:55.490957
1903,864,18244.23,13011.09,2024-01-28,36,ativo,2025-03-28 18:36:55.490957
1904,443,84499.35,70406.54,2022-06-10,24,inadimplente,2025-03-28 18:36:55.490957
1905,475,75487.84,68296.29,2022-07-12,60,liquidado,2025-03-28 18:36:55.490957
