id_operacao,id_cliente,produto,regiao,data_inicio,valor_contratado,prazo_meses,taxa_juros_aa,data_vencimento,atraso_max_dias,default,ead,perda_real,lgd,renda_cliente,idade_cliente,score_credito,estado_civil,grau_instrucao,tempo_emprego,profissao,tipo_residencia,numero_dependentes,tem_cartao_credito,tem_outros_creditos,possui_veiculo,possui_imovel
O004503,C01709,Consignado,Nordeste,2023-04-13 17:07:22.184539,37029.94,60,18.35,2028-04-13 17:07:22.184539,0,0,0.0,0.0,0.0,12962.38,34,333.0,Viúvo,Pós-graduação,9.0,Gerente,Própria,3,Sim,Sim,Sim,Não
O004504,C00593,Crédito Pessoal,Norte,2022-11-17 05:31:32.410379,25438.61,24,18.39,2024-11-17 05:31:32.410379,60,0,0.0,0.0,0.0,4864.78,38,353.0,Divorciado,Fundamental,7.1,Autônomo,Própria,1,Sim,Sim,Não,Não
O004505,C02639,Crédito Pessoal,Nordeste,2020-03-11 18:51:04.499502,31035.83,48,7.67,2024-03-11 18:51:04.499502,0,0,0.0,0.0,0.0,19089.3,44,494.0,Solteiro,Fundamental,6.3,Aposentado,Alugada,3,Não,Não,Não,Não
O004506,C00469,Financiamento Auto,Sudeste,2022-08-08 19:57:21.764001,6225.53,60,12.79,2027-08-08 19:57:21.764001,0,0,0.0,0.0,0.0,5636.52,60,381.0,Casado,Médio,9.6,Aposentado,Alugada,4,Não,Sim,Sim,Sim
O004507,C02369,Financiamento Auto,Sudeste,2022-04-16 09:04:35.332450,30736.46,12,20.26,2023-04-16 09:04:35.332450,0,0,0.0,0.0,0.0,7848.6,28,372.0,Solteiro,Médio,23.5,Autônomo,Cedido,3,Sim,Sim,Sim,Não
O004508,C02620,Financiamento Auto,Nordeste,2021-09-10 14:17:44.324848,28394.98,36,16.34,2024-09-10 14:17:44.324848,0,0,0.0,0.0,0.0,7296.94,74,844.0,Viúvo,Superior,22.5,Vendedor,Outros,2,Sim,Não,Sim,Não
O004509,C00451,Consignado,Sul,2020-12-08 04:05:55.679698,36086.86,36,14.21,2023-12-08 04:05:55.679698,0,0,0.0,0.0,0.0,15877.22,46,657.0,Divorciado,Superior,1.0,Professor,Própria,2,Sim,Sim,Não,Sim
O004510,C01848,Cartão de Crédito,Nordeste,2021-08-14 10:15:21.146032,14741.33,24,24.46,2023-08-14 10:15:21.146032,0,0,0.0,0.0,0.0,5153.2,34,448.0,Viúvo,Mestrado/Doutorado,22.9,Autônomo,Financiada,4,Sim,Sim,Não,Não
O004511,C00128,Cartão de Crédito,Sudeste,2021-06-27 00:39:11.480926,41698.07,60,7.73,2026-06-27 00:39:11.480926,0,0,0.0,0.0,0.0,17423.52,26,516.0,Viúvo,Fundamental,25.9,Analista,Financiada,1,Não,Não,Sim,Sim
O004512,C00853,Financiamento Auto,Nordeste,2021-10-03 10:17:23.847056,47291.14,60,8.22,2026-10-03 10:17:23.847056,0,0,0.0,0.0,0.0,5383.25,39,442.0,Casado,Pós-graduação,21.9,Gerente,Própria,2,Sim,Sim,Sim,Não
O004513,C00087,Crédito Pessoal,Centro-Oeste,2022-01-23 19:07:07.733831,44159.99,12,16.26,2023-01-23 19:07:07.733831,15,0,0.0,0.0,0.0,14997.71,29,606.0,Casado,Superior,8.4,Autônomo,Financiada,0,Não,Sim,Sim,Não
O004514,C01105,Cartão de Crédito,Norte,2020-08-11 17:52:54.293449,19871.94,36,13.1,2023-08-11 17:52:54.293449,0,0,0.0,0.0,0.0,19905.79,34,465.0,Viúvo,Fundamental,4.3,Engenheiro,Alugada,1,Sim,Sim,Sim,Não
O004515,C00534,Crédito Pessoal,Centro-Oeste,2022-03-15 15:35:31.648510,38229.17,48,14.61,2026-03-15 15:35:31.648510,0,0,0.0,0.0,0.0,11775.49,62,629.0,Viúvo,Pós-graduação,10.7,Autônomo,Própria,1,Sim,Não,Não,Não
O004516,C02238,Financiamento Auto,Centro-Oeste,2019-07-21 14:19:44.655333,18568.94,36,15.96,2022-07-21 14:19:44.655333,360,1,15048.03262569793,7089.15,0.47,4928.61,42,371.0,Casado,Mestrado/Doutorado,4.0,Aposentado,Cedido,0,Sim,Sim,Não,Sim
O004517,C00824,Consignado,Norte,2021-08-12 20:11:01.019989,43224.12,60,7.55,2026-08-12 20:11:01.019989,0,0,0.0,0.0,0.0,8866.12,72,654.0,Viúvo,Fundamental,17.7,Professor,Alugada,0,Sim,Não,Sim,Sim
O004518,C01508,Cheque Especial,Sul,2019-05-02 16:34:37.659419,19081.77,48,10.4,2023-05-02 16:34:37.659419,30,0,0.0,0.0,0.0,11371.65,52,658.0,Solteiro,Pós-graduação,6.0,Engenheiro,Alugada,3,Não,Sim,Sim,Não
O004519,C00379,Cartão de Crédito,Norte,2023-03-05 05:28:08.673403,9709.06,48,15.74,2027-03-05 05:28:08.673403,0,0,0.0,0.0,0.0,16567.67,69,835.0,Casado,Pós-graduação,18.4,Analista,Alugada,5,Não,Não,Sim,Não
O004520,C00456,Financiamento Auto,Sul,2019-08-25 20:06:46.313692,24708.57,12,8.87,2020-08-25 20:06:46.313692,60,0,0.0,0.0,0.0,10613.56,24,411.0,Viúvo,Superior,23.7,Aposentado,Outros,1,Sim,Sim,Sim,Sim
O004521,C01903,Financiamento Auto,Sudeste,2023-05-14 02:59:01.168905,7186.83,24,21.79,2025-05-14 02:59:01.168905,360,1,5226.44688132142,1643.32,0.31,15578.33,62,806.0,Divorciado,Médio,5.0,Aposentado,Alugada,5,Sim,Sim,Sim,Não
O004522,C00318,Cartão de Crédito,Nordeste,2020-01-04 19:03:41.243647,29552.72,24,20.67,2022-01-04 19:03:41.243647,15,0,0.0,0.0,0.0,4705.94,36,649.0,Casado,Pós-graduação,4.2,Engenheiro,Outros,3,Sim,Não,Sim,Sim
O004523,C02382,Cheque Especial,Sudeste,2021-06-04 19:13:06.891482,29039.99,12,16.36,2022-06-04 19:13:06.891482,0,0,0.0,0.0,0.0,17364.9,42,651.0,Solteiro,Superior,6.9,Analista,Cedido,1,Sim,Não,Não,Não
O004524,C00230,Consignado,Sudeste,2019-06-30 05:24:25.542741,24795.17,60,14.9,2024-06-30 05:24:25.542741,0,0,0.0,0.0,0.0,13176.06,35,441.0,Casado,Fundamental,6.0,Engenheiro,Outros,4,Sim,Sim,Sim,Sim
O004525,C02712,Cartão de Crédito,Sudeste,2021-11-08 02:20:00.756009,30384.64,60,23.59,2026-11-08 02:20:00.756009,90,1,20315.240699066027,6121.66,0.3,11082.27,33,834.0,União Estável,Mestrado/Doutorado,28.1,Estudante,Alugada,3,Não,Não,Sim,Não
O004526,C00508,Consignado,Nordeste,2023-03-07 05:55:09.355312,48778.11,24,20.05,2025-03-07 05:55:09.355312,0,0,0.0,0.0,0.0,16716.94,63,695.0,Viúvo,Mestrado/Doutorado,4.2,Analista,Alugada,1,Sim,Sim,Sim,Não
O004527,C00790,Financiamento Auto,Sul,2022-04-15 16:57:04.006374,19472.23,36,5.76,2025-04-15 16:57:04.006374,15,0,0.0,0.0,0.0,19024.74,73,843.0,Casado,Médio,28.2,Aposentado,Outros,2,Sim,Não,Sim,Não
O004528,C01551,Cartão de Crédito,Norte,2021-08-17 14:58:32.457041,21427.35,12,9.47,2022-08-17 14:58:32.457041,60,0,0.0,0.0,0.0,19100.96,52,392.0,Casado,Superior,21.1,Engenheiro,Financiada,5,Sim,Sim,Sim,Não
O004529,C01499,Consignado,Sul,2022-07-03 21:33:14.921901,14064.38,36,6.46,2025-07-03 21:33:14.921901,0,0,0.0,0.0,0.0,8526.04,65,681.0,Casado,Médio,3.0,Autônomo,Outros,1,Não,Não,Não,Sim
O004530,C00924,Crédito Pessoal,Sul,2020-04-12 02:06:27.463062,9630.51,12,24.89,2021-04-12 02:06:27.463062,0,0,0.0,0.0,0.0,16297.32,74,406.0,Casado,Médio,15.8,Gerente,Financiada,1,Sim,Sim,Sim,Sim
O004531,C00760,Crédito Pessoal,Centro-Oeste,2020-10-30 14:18:21.888469,14814.77,12,13.44,2021-10-30 14:18:21.888469,0,0,0.0,0.0,0.0,16089.05,36,420.0,Viúvo,Superior,21.1,Aposentado,Própria,0,Sim,Sim,Não,Não
O004532,C01791,Crédito Pessoal,Nordeste,2022-01-10 20:46:07.468973,11025.59,24,7.68,2024-01-10 20:46:07.468973,0,0,0.0,0.0,0.0,4278.13,35,823.0,Viúvo,Superior,13.7,Professor,Alugada,5,Sim,Sim,Não,Sim
O004533,C00446,Consignado,Sul,2019-05-10 08:16:46.162615,21907.22,24,12.16,2021-05-10 08:16:46.162615,90,1,12875.992120785317,5116.59,0.4,19024.1,64,369.0,Solteiro,Superior,25.0,Autônomo,Financiada,3,Não,Sim,Não,Não
O004534,C01367,Crédito Pessoal,Sul,2023-08-25 15:14:36.284051,12049.02,36,24.6,2026-08-25 15:14:36.284051,15,0,0.0,0.0,0.0,14742.76,42,571.0,Solteiro,Médio,1.5,Autônomo,Própria,3,Sim,Não,Sim,Sim
O004535,C00325,Financiamento Auto,Sudeste,2020-01-16 22:43:42.582055,26108.75,60,7.86,2025-01-16 22:43:42.582055,90,1,13066.712704240548,12677.59,0.97,19165.01,44,667.0,Viúvo,Pós-graduação,1.9,Engenheiro,Cedido,3,Sim,Sim,Sim,Sim
O004536,C00877,Consignado,Centro-Oeste,2021-06-15 19:33:39.465210,14672.35,48,12.14,2025-06-15 19:33:39.465210,90,1,12293.475690233025,11932.68,0.97,14745.49,26,752.0,Solteiro,Pós-graduação,8.3,Aposentado,Própria,5,Não,Sim,Não,Não
O004537,C00167,Financiamento Auto,Norte,2023-06-12 19:48:31.831775,21521.57,36,10.52,2026-06-12 19:48:31.831775,360,1,20012.086238069078,15485.79,0.77,7434.43,27,338.0,Divorciado,Pós-graduação,13.1,Analista,Financiada,1,Sim,Não,Sim,Não
O004538,C00581,Cheque Especial,Centro-Oeste,2019-05-26 22:06:28.733759,6898.3,12,20.8,2020-05-26 22:06:28.733759,120,1,4661.715700997322,1829.68,0.39,9994.01,46,391.0,União Estável,Médio,26.0,Vendedor,Alugada,2,Sim,Sim,Não,Não
O004539,C00839,Consignado,Sudeste,2023-01-01 20:40:25.560036,8615.62,48,5.51,2027-01-01 20:40:25.560036,60,0,0.0,0.0,0.0,12240.88,30,390.0,Viúvo,Superior,10.8,Autônomo,Outros,2,Sim,Sim,Não,Sim
O004540,C01600,Crédito Pessoal,Sudeste,2019-04-21 18:40:05.688945,30898.76,48,23.93,2023-04-21 18:40:05.688945,30,0,0.0,0.0,0.0,18042.53,49,785.0,Solteiro,Fundamental,17.7,Professor,Cedido,5,Sim,Sim,Não,Não
O004541,C01800,Crédito Pessoal,Sudeste,2021-10-15 09:16:16.171633,28483.64,48,22.37,2025-10-15 09:16:16.171633,0,0,0.0,0.0,0.0,1724.01,61,372.0,Casado,Superior,17.6,Autônomo,Financiada,5,Sim,Sim,Não,Não
O004542,C01863,Cheque Especial,Nordeste,2023-09-09 07:04:51.482114,8975.26,48,12.29,2027-09-09 07:04:51.482114,0,0,0.0,0.0,0.0,4782.43,61,715.0,Solteiro,Médio,20.4,Engenheiro,Própria,2,Sim,Sim,Não,Não
O004543,C01110,Cartão de Crédito,Sudeste,2021-01-29 02:45:01.003274,15093.07,48,23.03,2025-01-29 02:45:01.003274,15,0,0.0,0.0,0.0,4347.07,62,349.0,Divorciado,Superior,16.7,Estudante,Financiada,4,Sim,Não,Sim,Não
O004544,C02854,Cheque Especial,Sul,2020-11-04 13:12:24.867364,11463.25,36,13.51,2023-11-04 13:12:24.867364,0,0,0.0,0.0,0.0,18487.42,33,687.0,Divorciado,Mestrado/Doutorado,6.5,Aposentado,Alugada,3,Sim,Sim,Sim,Não
O004545,C01173,Crédito Pessoal,Nordeste,2022-07-16 21:23:59.215463,39974.12,24,10.84,2024-07-16 21:23:59.215463,0,0,0.0,0.0,0.0,13188.55,32,747.0,Viúvo,Médio,27.0,Analista,Alugada,1,Sim,Sim,Não,Não
O004546,C00772,Crédito Pessoal,Sudeste,2023-02-12 03:33:42.922621,18558.16,24,13.14,2025-02-12 03:33:42.922621,30,0,0.0,0.0,0.0,17159.37,29,772.0,Solteiro,Superior,13.1,Professor,Alugada,5,Sim,Sim,Não,Sim
O004547,C00928,Cartão de Crédito,Nordeste,2020-04-30 02:43:29.247434,20595.18,12,21.5,2021-04-30 02:43:29.247434,0,0,0.0,0.0,0.0,11520.23,61,718.0,Divorciado,Superior,11.6,Vendedor,Cedido,0,Sim,Não,Sim,Não
O004548,C02909,Cheque Especial,Sul,2019-03-16 04:36:29.050618,33412.36,60,16.22,2024-03-16 04:36:29.050618,0,0,0.0,0.0,0.0,7127.68,24,476.0,Casado,Pós-graduação,26.8,Engenheiro,Cedido,0,Sim,Não,Sim,Não
O004549,C00956,Financiamento Auto,Sudeste,2019-05-09 11:00:00.276943,16614.59,36,9.34,2022-05-09 11:00:00.276943,0,0,0.0,0.0,0.0,8588.06,39,671.0,Divorciado,Superior,15.2,Vendedor,Alugada,4,Sim,Sim,Sim,Não
O004550,C02107,Cheque Especial,Sudeste,2020-07-08 15:01:09.265515,19201.42,48,6.39,2024-07-08 15:01:09.265515,0,0,0.0,0.0,0.0,17357.82,64,421.0,Divorciado,Superior,10.4,Vendedor,Alugada,1,Sim,Não,Sim,Sim
O004551,C00606,Financiamento Auto,Sul,2023-09-20 21:37:57.042901,39996.12,24,17.13,2025-09-20 21:37:57.042901,15,0,0.0,0.0,0.0,10024.41,33,306.0,Casado,Fundamental,9.0,Professor,Própria,2,Sim,Não,Não,Não
O004552,C00005,Crédito Pessoal,Sudeste,2023-10-20 01:41:58.020526,39829.29,12,21.37,2024-10-20 01:41:58.020526,30,0,0.0,0.0,0.0,4386.34,24,437.0,Solteiro,Fundamental,12.5,Aposentado,Própria,3,Sim,Não,Não,Não
O004553,C02131,Crédito Pessoal,Sul,2019-06-27 05:49:23.364860,30426.23,48,22.11,2023-06-27 05:49:23.364860,0,0,0.0,0.0,0.0,4501.32,68,408.0,Viúvo,Médio,16.6,Vendedor,Cedido,2,Sim,Não,Sim,Não
O004554,C02888,Cheque Especial,Sudeste,2022-08-16 10:31:50.365353,28169.39,12,21.46,2023-08-16 10:31:50.365353,0,0,0.0,0.0,0.0,9074.12,68,366.0,Solteiro,Médio,26.0,Estudante,Alugada,3,Sim,Sim,Não,Sim
O004555,C02597,Crédito Pessoal,Sudeste,2021-08-28 06:45:14.585142,9459.97,48,15.27,2025-08-28 06:45:14.585142,0,0,0.0,0.0,0.0,6521.07,38,358.0,União Estável,Superior,27.7,Gerente,Outros,4,Não,Sim,Não,Não
O004556,C01503,Cartão de Crédito,Centro-Oeste,2019-12-12 18:21:57.938661,23922.56,48,12.55,2023-12-12 18:21:57.938661,30,0,0.0,0.0,0.0,1974.38,34,415.0,Viúvo,Médio,20.2,Aposentado,Outros,1,Não,Não,Não,Não
O004557,C02573,Consignado,Nordeste,2021-08-18 07:12:37.996430,14080.71,24,24.51,2023-08-18 07:12:37.996430,0,0,0.0,0.0,0.0,7447.67,66,567.0,Solteiro,Fundamental,9.6,Engenheiro,Financiada,4,Sim,Não,Sim,Sim
O004558,C01002,Financiamento Auto,Norte,2020-03-29 23:49:14.421237,36622.69,24,23.45,2022-03-29 23:49:14.421237,0,0,0.0,0.0,0.0,11525.17,30,523.0,União Estável,Médio,28.2,Engenheiro,Cedido,3,Sim,Sim,Sim,Sim
O004559,C00414,Crédito Pessoal,Centro-Oeste,2022-02-15 05:14:14.442054,31583.02,48,20.04,2026-02-15 05:14:14.442054,60,0,0.0,0.0,0.0,12108.6,56,831.0,União Estável,Superior,13.6,Engenheiro,Cedido,1,Sim,Sim,Sim,Sim
O004560,C00715,Financiamento Auto,Centro-Oeste,2019-11-23 11:43:39.552048,19194.59,24,13.6,2021-11-23 11:43:39.552048,0,0,0.0,0.0,0.0,7954.06,33,678.0,Solteiro,Pós-graduação,12.4,Autônomo,Alugada,3,Sim,Sim,Sim,Sim
O004561,C02228,Cheque Especial,Nordeste,2022-09-29 06:42:46.365872,26987.18,36,24.47,2025-09-29 06:42:46.365872,15,0,0.0,0.0,0.0,12569.61,42,611.0,Viúvo,Mestrado/Doutorado,20.4,Engenheiro,Alugada,5,Sim,Não,Sim,Não
O004562,C01833,Cartão de Crédito,Centro-Oeste,2021-01-27 17:05:07.767379,21343.22,48,12.48,2025-01-27 17:05:07.767379,0,0,0.0,0.0,0.0,12274.82,70,501.0,Casado,Superior,14.8,Autônomo,Outros,0,Sim,Sim,Sim,Não
O004563,C02015,Financiamento Auto,Sul,2019-07-12 13:31:16.201859,7748.6,24,18.69,2021-07-12 13:31:16.201859,0,0,0.0,0.0,0.0,11349.78,40,354.0,Divorciado,Pós-graduação,25.5,Estudante,Alugada,5,Sim,Não,Sim,Não
O004564,C01488,Crédito Pessoal,Centro-Oeste,2022-03-11 11:44:39.606346,39148.16,12,10.89,2023-03-11 11:44:39.606346,120,1,30167.171348931308,14089.81,0.47,14366.14,60,834.0,Divorciado,Superior,9.6,Aposentado,Outros,2,Sim,Não,Não,Sim
O004565,C00783,Consignado,Norte,2020-10-15 06:47:43.530603,44963.42,12,21.71,2021-10-15 06:47:43.530603,0,0,0.0,0.0,0.0,6158.28,49,721.0,Divorciado,Médio,25.0,Vendedor,Alugada,3,Sim,Não,Não,Não
O004566,C02949,Cartão de Crédito,Sul,2021-04-17 03:57:43.014106,46552.15,12,22.2,2022-04-17 03:57:43.014106,0,0,0.0,0.0,0.0,8331.69,64,391.0,Casado,Superior,13.8,Gerente,Cedido,0,Sim,Sim,Não,Não
O004567,C00527,Cheque Especial,Nordeste,2022-04-29 01:36:54.500692,39565.02,60,15.18,2027-04-29 01:36:54.500692,0,0,0.0,0.0,0.0,9174.16,69,392.0,Divorciado,Fundamental,28.3,Aposentado,Financiada,5,Sim,Não,Não,Não
O004568,C00001,Crédito Pessoal,Nordeste,2023-05-31 03:41:31.374770,41170.92,12,16.24,2024-05-31 03:41:31.374770,0,0,0.0,0.0,0.0,8428.99,68,578.0,Divorciado,Fundamental,9.2,Gerente,Própria,0,Sim,Sim,Não,Não
O004569,C00271,Cartão de Crédito,Nordeste,2019-11-01 10:14:53.404711,3258.38,12,23.97,2020-11-01 10:14:53.404711,15,0,0.0,0.0,0.0,16473.18,55,832.0,Solteiro,Fundamental,29.5,Engenheiro,Alugada,3,Sim,Não,Sim,Não
O004570,C02532,Crédito Pessoal,Sul,2019-11-26 05:22:06.206459,39203.61,36,7.84,2022-11-26 05:22:06.206459,0,0,0.0,0.0,0.0,16826.68,62,361.0,União Estável,Médio,27.0,Gerente,Própria,2,Sim,Não,Não,Não
O004571,C01072,Cheque Especial,Nordeste,2021-01-02 20:12:15.135597,15518.97,36,14.43,2024-01-02 20:12:15.135597,0,0,0.0,0.0,0.0,5821.74,49,337.0,Viúvo,Fundamental,11.2,Gerente,Outros,0,Sim,Sim,Não,Não
O004572,C00694,Cheque Especial,Nordeste,2020-09-07 23:03:49.430148,7322.14,60,15.57,2025-09-07 23:03:49.430148,0,0,0.0,0.0,0.0,5984.58,19,775.0,Casado,Pós-graduação,28.1,Analista,Alugada,0,Sim,Não,Não,Sim
O004573,C02023,Consignado,Norte,2019-10-16 16:07:43.566207,26333.9,36,21.33,2022-10-16 16:07:43.566207,60,0,0.0,0.0,0.0,18831.22,52,427.0,Divorciado,Fundamental,12.8,Engenheiro,Cedido,4,Não,Sim,Sim,Não
O004574,C02888,Cartão de Crédito,Sudeste,2023-12-28 03:23:25.641361,28734.17,24,20.56,2025-12-28 03:23:25.641361,60,0,0.0,0.0,0.0,9074.12,68,366.0,Solteiro,Médio,26.0,Estudante,Alugada,3,Sim,Sim,Não,Sim
O004575,C02421,Consignado,Sudeste,2021-03-19 11:55:58.965330,24498.09,12,17.04,2022-03-19 11:55:58.965330,90,1,19575.878644538996,10952.04,0.56,4460.46,29,742.0,Divorciado,Superior,25.9,Professor,Outros,4,Sim,Não,Sim,Não
O004576,C02587,Consignado,Sudeste,2020-10-04 23:47:40.188626,32812.82,24,8.11,2022-10-04 23:47:40.188626,15,0,0.0,0.0,0.0,2827.85,45,377.0,Casado,Mestrado/Doutorado,29.0,Engenheiro,Cedido,0,Sim,Sim,Não,Sim
O004577,C02718,Consignado,Nordeste,2020-07-29 03:47:19.791733,35853.85,60,13.12,2025-07-29 03:47:19.791733,90,1,22358.033737330967,19340.63,0.87,19522.6,42,754.0,Casado,Mestrado/Doutorado,28.1,Gerente,Cedido,5,Sim,Não,Sim,Sim
O004578,C01996,Financiamento Auto,Sul,2023-12-15 10:04:44.360666,7287.1,24,6.82,2025-12-15 10:04:44.360666,0,0,0.0,0.0,0.0,13653.67,34,420.0,União Estável,Mestrado/Doutorado,8.3,Gerente,Alugada,4,Sim,Não,Sim,Não
O004579,C02620,Cheque Especial,Nordeste,2020-08-15 11:50:59.847216,31037.74,24,8.01,2022-08-15 11:50:59.847216,120,1,23091.537834865045,7388.67,0.32,7296.94,74,844.0,Viúvo,Superior,22.5,Vendedor,Outros,2,Sim,Não,Sim,Não
O004580,C02114,Consignado,Sudeste,2020-11-09 09:18:52.720809,3195.37,24,9.53,2022-11-09 09:18:52.720809,90,1,2661.360525060686,987.29,0.37,18038.81,69,474.0,Solteiro,Fundamental,13.3,Engenheiro,Cedido,1,Sim,Não,Sim,Sim
O004581,C01710,Financiamento Auto,Norte,2022-10-26 15:16:31.131161,22713.85,36,11.67,2025-10-26 15:16:31.131161,15,0,0.0,0.0,0.0,13528.72,73,789.0,Casado,Mestrado/Doutorado,8.7,Autônomo,Cedido,5,Sim,Sim,Sim,Sim
O004582,C02035,Financiamento Auto,Nordeste,2021-02-24 19:45:27.308578,5452.45,12,13.8,2022-02-24 19:45:27.308578,15,0,0.0,0.0,0.0,12757.75,22,553.0,Divorciado,Mestrado/Doutorado,6.1,Estudante,Financiada,5,Não,Sim,Não,Não
O004583,C02100,Financiamento Auto,Nordeste,2022-08-17 17:00:16.352440,22755.97,24,19.41,2024-08-17 17:00:16.352440,0,0,0.0,0.0,0.0,8825.45,60,457.0,Solteiro,Mestrado/Doutorado,21.5,Engenheiro,Cedido,1,Não,Sim,Sim,Não
O004584,C02022,Consignado,Nordeste,2022-01-15 08:30:20.222130,9184.44,48,5.46,2026-01-15 08:30:20.222130,90,1,8616.294826540254,3107.74,0.36,11863.11,48,541.0,Solteiro,Fundamental,7.9,Vendedor,Alugada,5,Sim,Não,Sim,Não
O004585,C00470,Financiamento Auto,Sul,2021-10-24 17:44:16.738179,36854.3,12,22.44,2022-10-24 17:44:16.738179,0,0,0.0,0.0,0.0,19319.62,42,842.0,Divorciado,Superior,22.9,Aposentado,Alugada,1,Não,Sim,Não,Sim
O004586,C02291,Consignado,Norte,2020-01-26 10:03:08.491374,45029.24,12,24.84,2021-01-26 10:03:08.491374,90,1,40678.556403465256,26220.46,0.64,12799.43,21,536.0,Solteiro,Pós-graduação,27.9,Autônomo,Cedido,0,Sim,Sim,Sim,Sim
O004587,C00337,Cartão de Crédito,Norte,2022-10-29 10:01:12.071934,8892.23,48,24.28,2026-10-29 10:01:12.071934,0,0,0.0,0.0,0.0,17326.02,49,610.0,União Estável,Superior,23.8,Aposentado,Outros,5,Sim,Sim,Não,Não
O004588,C00756,Cheque Especial,Norte,2023-08-18 05:14:06.754410,36964.49,60,13.5,2028-08-18 05:14:06.754410,0,0,0.0,0.0,0.0,16189.47,60,431.0,União Estável,Fundamental,20.3,Estudante,Financiada,0,Não,Não,Sim,Não
O004589,C02602,Crédito Pessoal,Norte,2020-04-08 17:06:13.574219,7734.68,60,12.99,2025-04-08 17:06:13.574219,15,0,0.0,0.0,0.0,2505.14,58,568.0,União Estável,Médio,1.8,Aposentado,Outros,3,Sim,Não,Não,Não
O004590,C01720,Consignado,Sudeste,2023-10-22 00:20:51.981549,21969.08,12,15.45,2024-10-22 00:20:51.981549,90,1,20533.73723786168,15245.95,0.74,5924.83,46,534.0,Divorciado,Pós-graduação,5.0,Aposentado,Cedido,2,Sim,Não,Não,Sim
O004591,C02100,Cheque Especial,Nordeste,2021-03-27 16:29:26.729244,31463.97,36,18.29,2024-03-27 16:29:26.729244,0,0,0.0,0.0,0.0,8825.45,60,457.0,Solteiro,Mestrado/Doutorado,21.5,Engenheiro,Cedido,1,Não,Sim,Sim,Não
O004592,C00413,Consignado,Norte,2020-12-25 16:33:59.767185,27117.45,60,10.55,2025-12-25 16:33:59.767185,0,0,0.0,0.0,0.0,19086.23,31,722.0,Viúvo,Médio,16.0,Aposentado,Alugada,4,Não,Não,Sim,Não
O004593,C02617,Cartão de Crédito,Centro-Oeste,2022-08-18 12:31:17.728224,3329.02,60,18.1,2027-08-18 12:31:17.728224,90,1,3323.8430377613413,1841.43,0.55,8164.33,32,467.0,Solteiro,Pós-graduação,9.9,Vendedor,Própria,1,Sim,Não,Sim,Não
O004594,C00008,Cheque Especial,Centro-Oeste,2023-11-29 21:29:36.375433,18450.97,24,11.18,2025-11-29 21:29:36.375433,0,0,0.0,0.0,0.0,17524.26,72,627.0,Solteiro,Superior,29.8,Gerente,Cedido,0,Não,Sim,Sim,Não
O004595,C02994,Cheque Especial,Sudeste,2021-12-23 06:24:42.502038,23772.98,24,18.21,2023-12-23 06:24:42.502038,0,0,0.0,0.0,0.0,8836.24,46,761.0,Casado,Superior,8.6,Analista,Financiada,5,Sim,Não,Não,Não
O004596,C00247,Financiamento Auto,Centro-Oeste,2021-08-02 15:17:23.701943,19874.2,60,18.05,2026-08-02 15:17:23.701943,30,0,0.0,0.0,0.0,9421.41,73,767.0,Divorciado,Médio,18.0,Professor,Alugada,4,Sim,Sim,Sim,Não
O004597,C02882,Consignado,Centro-Oeste,2023-12-18 23:26:45.666560,33442.18,36,5.02,2026-12-18 23:26:45.666560,90,1,21106.37455581187,11409.91,0.54,17318.06,72,693.0,Divorciado,Fundamental,19.9,Estudante,Outros,5,Sim,Não,Não,Sim
O004598,C00412,Consignado,Centro-Oeste,2020-07-04 20:39:51.992061,44464.57,24,22.42,2022-07-04 20:39:51.992061,15,0,0.0,0.0,0.0,19076.15,28,355.0,União Estável,Mestrado/Doutorado,17.1,Vendedor,Outros,1,Sim,Sim,Não,Não
O004599,C03000,Crédito Pessoal,Sudeste,2020-07-02 02:37:39.085299,33549.25,36,8.85,2023-07-02 02:37:39.085299,0,0,0.0,0.0,0.0,17621.16,72,673.0,Viúvo,Mestrado/Doutorado,28.3,Vendedor,Financiada,2,Sim,Não,Não,Sim
O004600,C01564,Financiamento Auto,Nordeste,2020-02-09 22:38:15.405111,29703.14,12,24.86,2021-02-09 22:38:15.405111,120,1,25642.019116737978,8996.48,0.35,6583.91,40,419.0,União Estável,Médio,9.1,Gerente,Financiada,0,Não,Sim,Não,Sim
O004601,C01369,Financiamento Auto,Sudeste,2023-04-11 16:33:16.694134,7878.75,36,16.0,2026-04-11 16:33:16.694134,15,0,0.0,0.0,0.0,4824.14,66,431.0,União Estável,Médio,15.7,Gerente,Própria,2,Sim,Sim,Sim,Não
O004602,C02891,Crédito Pessoal,Sul,2019-02-09 14:31:12.251434,17767.97,24,12.73,2021-02-09 14:31:12.251434,0,0,0.0,0.0,0.0,7645.53,20,530.0,Divorciado,Pós-graduação,16.3,Autônomo,Outros,4,Sim,Sim,Sim,Não
O004603,C00235,Financiamento Auto,Sul,2023-02-09 00:58:06.971461,27640.22,48,6.83,2027-02-09 00:58:06.971461,60,0,0.0,0.0,0.0,5112.0,35,533.0,Divorciado,Superior,3.6,Vendedor,Própria,4,Sim,Sim,Sim,Não
O004604,C02690,Financiamento Auto,Centro-Oeste,2022-06-12 17:42:00.918839,46735.28,36,18.62,2025-06-12 17:42:00.918839,30,0,0.0,0.0,0.0,8979.36,42,479.0,União Estável,Mestrado/Doutorado,28.9,Autônomo,Financiada,0,Sim,Sim,Sim,Não
