id_transacao,id_cliente,data_transacao,valor_transacao,tipo_transacao
5721,781,2023-07-07,1525.0,saque
5722,225,2024-05-24,174.82,saque
5723,536,2024-03-07,1318.64,doc
5724,966,2024-05-05,1162.45,saque
5725,146,2024-03-09,3187.91,ted
5726,583,2023-05-24,2064.19,ted
5727,12,2024-09-10,9498.76,doc
5728,302,2024-06-02,5685.15,doc
5729,920,2024-08-29,1929.54,pagamento
5730,485,2024-03-07,1799.66,pagamento
5731,884,2024-11-04,1600.85,saque
5732,161,2024-06-05,987.56,pagamento
5733,399,2024-02-12,4517.46,pagamento
5734,477,2025-03-22,8442.22,ted
5735,957,2024-11-14,3214.26,doc
5736,82,2024-04-01,4452.2,pagamento
5737,134,2024-06-27,3479.59,ted
5738,770,2023-07-03,8596.69,ted
5739,886,2023-09-30,3325.93,pagamento
5740,608,2024-03-28,1425.32,saque
5741,662,2024-04-16,1448.4,pagamento
5742,937,2023-06-18,1388.16,saque
5743,876,2024-03-08,2461.48,doc
5744,83,2023-03-27,585.73,doc
5745,396,2024-10-12,4148.69,pagamento
5746,640,2024-10-26,9487.85,doc
5747,874,2024-10-20,3769.74,pagamento
5748,74,2024-03-21,7690.06,doc
5749,840,2024-12-29,5842.78,doc
5750,315,2023-09-26,685.65,ted
5751,269,2024-04-22,2833.58,doc
5752,371,2024-10-22,954.38,pagamento
5753,451,2024-09-01,1505.39,pagamento
5754,828,2024-08-06,4533.84,pagamento
5755,106,2024-10-08,2837.56,doc
5756,267,2024-10-20,7537.46,ted
5757,303,2024-10-09,2176.14,ted
5758,861,2025-02-19,7960.08,ted
5759,234,2024-01-24,1866.66,ted
5760,439,2025-03-16,1561.58,pagamento
5761,759,2024-10-01,500.78,pagamento
5762,356,2023-06-17,3576.53,pagamento
5763,63,2023-09-29,212.33,saque
5764,806,2024-03-17,464.1,pagamento
5765,600,2023-09-10,6604.45,doc
5766,612,2024-10-17,9048.13,ted
5767,507,2023-08-28,4713.71,pagamento
5768,502,2023-12-05,3366.1,pagamento
5769,191,2024-02-18,6548.12,ted
5770,49,2024-06-17,6264.89,ted
5771,680,2024-05-03,2147.83,doc
5772,771,2024-04-13,1485.67,saque
5773,639,2024-03-26,3770.28,ted
5774,225,2023-09-03,1878.42,saque
5775,972,2023-07-04,2606.98,pagamento
5776,908,2024-01-13,4101.75,ted
5777,333,2023-08-09,6669.67,doc
5778,117,2025-02-13,2849.76,ted
5779,439,2023-07-17,4744.78,doc
5780,869,2023-08-04,5472.32,ted
5781,113,2023-12-06,2684.96,doc
5782,135,2024-08-28,8076.48,ted
5783,834,2023-10-20,795.18,saque
5784,896,2024-05-10,8483.91,ted
5785,824,2023-12-25,7606.63,ted
5786,174,2024-04-06,7797.45,doc
5787,708,2023-11-30,8753.69,ted
5788,279,2023-04-15,2267.48,ted
5789,766,2023-06-25,1736.08,saque
5790,251,2024-01-09,564.54,saque
5791,132,2023-05-13,870.75,saque
5792,293,2025-03-10,5096.04,ted
5793,739,2023-10-19,8607.52,doc
5794,570,2023-11-04,3629.61,ted
5795,362,2024-04-23,9639.56,doc
5796,245,2023-07-12,1936.44,pagamento
5797,436,2023-07-05,867.44,saque
5798,572,2024-12-20,1794.21,saque
5799,511,2023-05-09,6625.36,doc
5800,849,2024-06-07,1406.67,saque
5801,480,2024-03-23,3912.39,doc
5802,809,2024-08-14,9193.24,ted
5803,79,2024-10-28,6710.21,ted
5804,114,2024-02-23,857.43,saque
5805,922,2024-04-12,1968.5,pagamento
5806,275,2023-11-19,1088.79,pagamento
5807,209,2024-12-18,9312.56,doc
5808,864,2025-03-13,9068.35,doc
5809,160,2025-02-21,9469.4,ted
5810,860,2023-05-30,66.24,pagamento
5811,390,2024-05-13,1805.86,doc
5812,849,2024-11-28,158.01,saque
5813,595,2023-03-25,6397.64,ted
5814,470,2025-03-22,742.77,doc
5815,28,2025-01-27,2238.55,pagamento
5816,913,2024-11-09,595.25,saque
5817,891,2023-06-12,1316.9,pagamento
5818,160,2024-04-10,6192.07,doc
5819,254,2023-06-26,3700.5,doc
5820,353,2023-03-31,773.3,saque
5821,302,2023-08-14,2713.47,doc
5822,867,2023-07-20,7228.0,doc
5823,296,2023-05-24,9935.17,ted
5824,684,2024-11-10,6983.27,doc
5825,44,2023-12-27,5774.43,ted
5826,134,2023-09-08,225.64,pagamento
5827,450,2024-01-24,9326.61,doc
5828,265,2023-04-07,9933.16,ted
5829,461,2023-08-05,1009.12,saque
5830,18,2024-01-03,6469.39,doc
5831,609,2023-06-07,6273.0,doc
5832,542,2023-09-11,6606.03,ted
5833,447,2024-09-10,1586.46,pagamento
5834,541,2024-07-15,763.73,saque
5835,226,2025-03-01,6913.17,doc
5836,834,2023-09-06,8945.74,doc
5837,948,2023-06-16,6201.37,ted
5838,324,2023-04-18,1028.82,pagamento
5839,141,2023-07-16,6917.62,ted
5840,930,2023-12-09,1581.39,doc
5841,601,2023-05-26,2629.16,ted
5842,233,2024-09-07,8474.94,doc
5843,951,2024-06-29,2216.17,pagamento
5844,281,2023-04-09,6509.09,doc
5845,523,2023-07-08,866.21,saque
5846,943,2023-09-25,656.01,pagamento
5847,913,2024-06-03,2551.01,doc
5848,436,2023-10-04,3581.92,ted
5849,444,2024-10-11,166.26,saque
5850,831,2024-04-07,2061.41,doc
5851,773,2024-01-05,360.15,pagamento
5852,184,2023-04-17,4136.57,doc
5853,873,2023-05-12,1000.55,doc
5854,462,2023-12-23,7790.07,ted
5855,658,2023-04-28,2578.45,doc
5856,1000,2024-11-11,4792.85,pagamento
5857,371,2023-06-21,810.73,saque
5858,126,2024-03-24,1074.06,saque
5859,319,2023-09-15,453.13,saque
5860,426,2023-08-31,8669.01,ted
5861,231,2024-06-03,2576.0,doc
5862,225,2025-03-23,287.38,saque
5863,699,2024-07-16,1106.88,pagamento
5864,754,2024-04-23,797.05,saque
5865,863,2023-05-20,6033.51,doc
5866,938,2024-05-12,3417.35,pagamento
5867,901,2025-03-11,6071.43,doc
5868,481,2024-06-10,1852.27,pagamento
5869,187,2025-01-27,61.7,saque
5870,363,2023-11-15,2397.46,pagamento
5871,540,2024-11-25,4378.22,pagamento
5872,49,2025-02-15,8815.73,ted
5873,541,2023-08-06,587.89,saque
5874,546,2024-04-11,3635.67,doc
5875,368,2023-12-15,1801.72,pagamento
5876,175,2023-05-01,879.1,saque
5877,918,2024-10-05,6242.05,ted
5878,265,2025-03-18,8221.35,ted
5879,189,2023-06-27,9895.31,ted
5880,499,2023-11-24,1703.28,saque
5881,70,2023-08-29,3228.71,pagamento
5882,705,2023-04-06,4788.43,pagamento
5883,658,2025-03-02,6596.13,ted
5884,379,2023-03-29,8263.07,doc
5885,597,2023-11-25,3260.66,ted
5886,336,2024-07-01,8236.17,doc
5887,517,2023-09-26,2994.23,pagamento
5888,238,2023-10-19,9807.06,doc
5889,461,2023-10-28,6864.18,doc
5890,518,2023-10-14,9075.81,doc
5891,565,2024-11-04,1611.45,pagamento
5892,944,2023-08-07,844.4,saque
5893,928,2023-11-17,1573.97,saque
5894,819,2025-01-27,5563.76,doc
5895,831,2024-03-07,4769.7,doc
5896,215,2023-04-28,1683.29,saque
5897,172,2024-04-15,315.49,pagamento
5898,859,2024-07-11,6286.06,doc
5899,317,2024-08-02,2971.74,ted
5900,624,2023-10-19,7849.58,ted
5901,879,2023-10-16,1190.63,saque
5902,545,2024-11-26,3777.84,pagamento
5903,524,2023-11-19,654.94,saque
5904,654,2023-05-19,87.13,saque
5905,704,2024-02-03,5001.89,ted
5906,507,2024-02-28,296.24,saque
5907,716,2024-06-08,1475.38,saque
5908,495,2023-09-20,2754.25,pagamento
5909,582,2025-01-22,4150.67,doc
5910,768,2023-05-27,775.48,pagamento
5911,455,2024-07-23,4917.56,doc
5912,353,2025-02-02,1422.96,saque
5913,427,2024-11-03,1045.1,saque
5914,757,2023-06-10,4526.8,ted
5915,936,2023-06-07,9829.78,ted
5916,243,2023-07-23,9085.27,ted
5917,417,2023-11-02,1833.2,ted
5918,573,2024-06-25,3000.69,doc
5919,469,2023-09-29,6599.51,doc
5920,595,2023-07-22,9080.25,ted
5921,636,2025-03-14,859.43,pagamento
5922,70,2023-11-22,5076.36,doc
5923,626,2025-02-20,7956.92,ted
5924,611,2024-12-15,8883.68,doc
5925,894,2023-06-27,8814.99,doc
5926,294,2024-03-22,2614.12,pagamento
5927,28,2024-07-24,2081.98,ted
5928,310,2024-05-23,251.93,saque
5929,494,2024-05-18,628.89,saque
5930,330,2024-02-29,3527.83,pagamento
5931,725,2023-11-24,5022.41,doc
5932,379,2024-05-28,1010.4,saque
5933,628,2023-10-29,204.31,pagamento
5934,562,2024-08-07,5128.32,ted
5935,336,2024-02-19,8245.82,ted
5936,412,2024-04-28,960.02,ted
5937,605,2024-12-25,9788.75,ted
5938,411,2024-12-02,2966.32,doc
5939,558,2023-09-28,610.52,saque
5940,303,2024-03-14,876.56,saque
5941,715,2023-07-18,3095.05,doc
5942,58,2023-07-11,777.89,saque
5943,768,2024-04-13,2516.84,pagamento
5944,367,2024-02-29,2542.93,pagamento
5945,518,2024-02-01,2336.48,ted
5946,883,2024-12-09,5595.62,ted
5947,123,2024-02-10,1522.5,saque
5948,827,2024-12-08,134.56,saque
5949,555,2025-01-25,5560.68,ted
5950,678,2024-11-07,5606.43,ted
5951,563,2025-02-22,1920.31,doc
5952,43,2023-12-21,3688.07,ted
5953,670,2024-03-02,228.1,saque
5954,191,2024-09-05,365.57,saque
5955,60,2023-04-14,8997.67,ted
5956,429,2024-12-08,861.58,saque
5957,638,2024-08-14,1585.4,saque
5958,505,2023-04-20,2367.16,ted
5959,691,2023-07-27,1986.28,saque
5960,987,2023-06-17,1820.1,doc
5961,973,2023-12-13,880.72,pagamento
5962,467,2024-11-30,3996.05,pagamento
5963,234,2023-07-29,6496.5,doc
5964,417,2023-06-27,5760.1,ted
5965,836,2024-09-13,3426.34,ted
5966,244,2024-05-02,1928.33,ted
5967,103,2024-05-14,1711.86,saque
5968,637,2024-06-06,4492.43,pagamento
5969,321,2024-08-29,3814.64,ted
5970,700,2024-12-01,5814.44,ted
5971,469,2023-10-17,4004.62,pagamento
5972,796,2023-09-12,947.08,pagamento
5973,446,2024-01-28,1135.78,saque
5974,790,2024-09-03,393.37,saque
5975,482,2024-07-23,1067.92,ted
5976,410,2024-09-18,6904.51,doc
5977,127,2023-11-06,421.41,saque
5978,41,2024-10-23,1226.32,saque
5979,671,2023-06-08,4716.44,doc
5980,181,2023-05-19,1727.69,pagamento
5981,718,2023-07-14,9157.18,ted
5982,408,2024-11-14,1774.52,pagamento
5983,145,2023-12-07,9025.51,doc
5984,482,2023-05-27,6548.39,doc
5985,219,2024-02-22,831.68,ted
5986,371,2024-03-20,850.67,saque
5987,405,2024-01-11,4037.84,doc
5988,636,2023-08-15,545.88,saque
5989,359,2023-07-23,1898.19,saque
5990,400,2023-05-02,4129.29,pagamento
5991,502,2024-07-09,4226.09,ted
5992,77,2025-02-03,451.57,saque
5993,879,2024-11-26,2513.91,pagamento
5994,931,2024-05-30,3329.07,pagamento
5995,280,2023-09-27,3799.24,ted
5996,695,2023-12-14,654.17,saque
5997,517,2023-05-15,4047.85,pagamento
5998,980,2024-04-28,2513.05,pagamento
5999,798,2024-03-10,7112.73,ted
6000,214,2025-03-11,4461.88,doc
6001,734,2024-11-21,1902.58,doc
6002,327,2025-02-18,4435.02,pagamento
6003,823,2023-12-25,8868.77,ted
6004,73,2024-12-19,580.39,saque
6005,170,2024-09-05,818.52,saque
6006,419,2023-10-20,781.36,pagamento
6007,876,2024-12-07,1120.52,saque
6008,925,2024-05-21,5197.79,doc
6009,477,2024-12-18,108.84,pagamento
6010,662,2023-09-04,1106.1,saque
6011,155,2024-10-24,7653.32,ted
6012,628,2023-09-30,1420.46,pagamento
6013,24,2023-06-14,6923.42,ted
6014,401,2024-12-21,1842.89,doc
6015,849,2023-03-25,1136.4,doc
6016,422,2025-02-07,2266.28,pagamento
6017,730,2024-05-27,3560.85,ted
6018,178,2023-08-27,5580.87,ted
6019,36,2023-04-23,203.69,saque
6020,327,2024-12-30,7781.32,doc
6021,658,2024-05-30,720.34,doc
6022,25,2024-04-01,1526.41,pagamento
6023,157,2023-10-09,5113.77,doc
6024,929,2024-09-10,7779.74,doc
6025,281,2025-03-18,2227.8,pagamento
6026,528,2024-02-22,4246.68,doc
6027,684,2024-01-07,1709.94,saque
6028,861,2023-06-09,4901.93,pagamento
6029,818,2024-11-22,4246.33,ted
6030,858,2023-07-11,4515.51,ted
6031,53,2023-06-29,9979.17,ted
6032,211,2025-02-15,1115.62,saque
6033,308,2023-09-13,83.97,pagamento
6034,495,2023-04-23,4041.16,pagamento
6035,122,2024-10-15,393.84,saque
6036,598,2024-10-27,219.39,saque
6037,645,2024-12-30,1999.79,saque
6038,678,2024-04-06,7519.59,ted
6039,328,2024-12-07,1283.08,doc
6040,565,2024-02-12,823.89,saque
6041,246,2023-11-09,3287.21,ted
6042,954,2023-05-30,3580.82,ted
6043,137,2023-10-08,4551.67,ted
6044,744,2024-12-17,4613.22,doc
6045,18,2023-08-01,4458.49,pagamento
6046,718,2023-11-13,254.41,saque
6047,372,2024-11-15,9843.75,ted
6048,142,2024-01-30,618.24,saque
6049,331,2023-12-22,2955.51,doc
6050,740,2024-04-11,8499.29,ted
6051,325,2024-11-28,1684.9,saque
6052,846,2023-09-01,2237.5,doc
6053,69,2023-09-17,4082.56,doc
6054,382,2024-03-14,4194.29,pagamento
6055,597,2023-05-01,1315.24,doc
6056,477,2023-06-04,1119.43,saque
6057,932,2024-06-08,4956.47,doc
6058,611,2024-09-09,1028.1,saque
6059,600,2024-06-20,8466.58,doc
6060,551,2024-11-25,194.44,saque
6061,658,2024-11-12,3587.11,doc
6062,1,2023-11-26,940.03,pagamento
6063,436,2023-05-14,4344.7,doc
6064,508,2024-09-01,4832.94,pagamento
6065,781,2024-11-22,9393.68,doc
6066,269,2024-05-14,1671.28,saque
6067,499,2023-10-19,1729.5,saque
6068,583,2023-04-02,8779.09,doc
6069,403,2024-08-27,8237.78,doc
6070,851,2024-04-10,1085.23,doc
6071,511,2024-09-27,4926.63,ted
6072,559,2024-05-30,2155.62,pagamento
6073,767,2024-04-13,5942.99,doc
6074,298,2024-03-08,1316.4,pagamento
6075,433,2023-07-22,9120.44,ted
6076,335,2025-03-10,3171.37,pagamento
6077,695,2023-09-15,958.67,ted
6078,415,2024-03-06,285.37,pagamento
6079,781,2023-05-24,1357.19,saque
6080,404,2025-01-04,852.02,saque
6081,380,2023-09-16,624.77,doc
6082,638,2024-06-03,9271.93,ted
6083,356,2023-11-16,1190.08,saque
6084,533,2024-12-27,1439.58,doc
6085,781,2024-02-15,3414.38,pagamento
6086,411,2023-10-21,8893.11,doc
6087,926,2023-08-31,928.89,ted
6088,467,2025-02-10,1208.69,saque
6089,530,2024-11-18,1570.98,saque
6090,820,2023-12-27,4808.04,pagamento
6091,950,2024-12-31,4291.29,pagamento
6092,795,2023-11-21,2319.79,pagamento
6093,963,2025-02-25,487.15,saque
6094,840,2023-05-31,7737.58,doc
6095,736,2023-08-19,5986.05,doc
6096,409,2023-04-13,5576.84,ted
6097,256,2024-07-30,2238.89,pagamento
6098,630,2024-01-31,5057.75,ted
6099,308,2023-06-07,7772.41,doc
6100,409,2024-07-08,7251.59,doc
6101,87,2025-02-20,1440.7,saque
6102,528,2023-05-17,116.05,saque
6103,670,2024-09-01,7085.08,ted
6104,534,2024-10-28,4617.31,doc
6105,417,2024-08-07,1113.63,pagamento
6106,670,2023-04-02,1659.65,saque
6107,53,2024-07-26,4579.95,pagamento
6108,106,2024-10-08,6978.37,ted
6109,650,2025-03-21,652.45,saque
6110,208,2024-07-26,1740.77,pagamento
6111,155,2024-11-04,7695.14,ted
6112,842,2024-10-17,1742.15,saque
6113,313,2024-05-13,151.24,saque
6114,14,2023-10-24,1981.56,pagamento
6115,394,2024-06-22,2343.99,ted
6116,433,2025-01-23,692.4,saque
6117,763,2024-01-20,647.2,saque
6118,988,2023-05-04,539.14,saque
6119,836,2023-11-01,1960.35,pagamento
6120,676,2024-11-19,5594.89,doc
6121,988,2024-06-30,534.67,saque
6122,25,2023-07-02,724.15,ted
6123,542,2024-02-13,2884.48,pagamento
6124,985,2024-03-04,550.29,saque
6125,842,2023-04-30,399.26,pagamento
6126,353,2023-10-23,4895.88,pagamento
6127,7,2024-05-06,948.05,saque
6128,509,2024-02-15,1314.57,saque
6129,343,2023-08-07,8646.86,ted
6130,576,2024-04-20,9540.46,doc
6131,186,2023-12-08,6362.01,ted
6132,964,2023-12-19,3139.48,pagamento
6133,639,2023-07-16,546.75,pagamento
6134,689,2023-05-04,9784.95,ted
6135,731,2024-04-04,1492.13,saque
6136,28,2025-03-17,7100.95,ted
6137,666,2024-04-06,796.28,saque
6138,480,2025-03-19,2697.69,pagamento
6139,360,2023-12-27,708.84,saque
6140,380,2024-02-25,9588.67,doc
6141,671,2023-06-30,702.3,pagamento
6142,879,2023-06-11,5777.96,ted
6143,498,2023-12-04,4558.6,doc
6144,535,2024-10-06,1455.85,pagamento
6145,784,2023-04-26,654.04,pagamento
6146,901,2023-07-09,6046.64,ted
6147,547,2023-06-18,1248.83,saque
6148,686,2024-09-13,1372.46,saque
6149,999,2024-03-16,1765.68,doc
6150,550,2024-01-08,3165.55,doc
6151,944,2024-09-19,3572.82,pagamento
6152,690,2024-06-01,4636.98,pagamento
6153,467,2023-12-10,3715.56,pagamento
6154,242,2024-02-29,7406.8,doc
6155,135,2023-11-19,2037.62,doc
6156,69,2023-07-15,8227.54,ted
6157,374,2023-09-11,3127.01,doc
6158,758,2023-06-17,1276.86,pagamento
6159,207,2025-01-22,4597.7,pagamento
6160,311,2024-03-19,9236.4,doc
6161,376,2023-07-04,6184.7,ted
6162,577,2023-12-01,3664.22,doc
6163,873,2025-01-27,3561.3,doc
6164,641,2024-10-01,2094.25,ted
6165,583,2023-12-01,1054.03,saque
6166,283,2025-03-15,3676.26,pagamento
6167,731,2024-11-16,7071.73,ted
6168,31,2024-01-04,1467.49,saque
6169,614,2023-04-26,1224.24,pagamento
6170,903,2024-12-13,516.3,pagamento
6171,342,2024-10-07,4254.26,doc
6172,978,2024-06-12,2113.3,doc
6173,17,2024-08-24,6380.68,ted
6174,414,2023-09-25,4921.46,doc
6175,6,2023-11-06,7848.24,doc
6176,615,2024-08-08,8849.12,doc
6177,67,2023-08-25,857.16,saque
6178,207,2024-11-26,4624.86,pagamento
6179,424,2024-03-18,344.92,saque
6180,725,2024-08-03,6030.5,ted
6181,115,2023-06-20,131.21,pagamento
6182,132,2024-04-06,1969.71,saque
6183,423,2024-07-28,8571.99,doc
6184,366,2023-12-24,1385.83,saque
6185,794,2023-08-10,3431.77,ted
6186,118,2024-02-08,2167.47,pagamento
6187,500,2025-03-12,982.22,saque
6188,623,2024-03-12,8262.85,ted
6189,987,2024-10-11,4741.09,pagamento
6190,636,2024-03-17,4362.53,pagamento
6191,314,2025-03-17,7182.25,ted
6192,395,2023-10-17,3619.17,pagamento
6193,683,2024-05-25,2146.63,pagamento
6194,855,2024-08-01,783.89,pagamento
6195,997,2024-08-23,4504.75,pagamento
6196,186,2024-12-28,328.09,pagamento
6197,175,2024-12-10,9386.31,ted
6198,866,2024-03-19,3651.33,pagamento
6199,608,2023-06-22,730.55,saque
6200,33,2024-11-25,199.88,saque
6201,607,2024-03-15,4674.56,pagamento
6202,495,2024-06-07,586.42,saque
6203,703,2025-01-08,4152.08,ted
6204,854,2024-05-26,1491.4,saque
6205,632,2024-05-11,8148.64,doc
6206,106,2023-12-27,1294.95,saque
6207,682,2024-08-03,2132.43,ted
6208,168,2024-04-09,6929.59,ted
6209,209,2024-10-29,278.72,saque
6210,737,2024-12-12,3587.86,ted
6211,794,2023-09-19,3837.92,pagamento
6212,472,2024-02-28,3786.4,pagamento
6213,187,2023-08-29,1762.37,saque
6214,116,2023-04-08,123.12,saque
6215,892,2024-08-02,5414.8,ted
6216,985,2025-02-17,7762.04,doc
6217,54,2025-01-29,3565.49,ted
6218,520,2023-12-12,1717.66,ted
6219,727,2024-10-11,671.65,saque
6220,189,2024-04-19,2418.22,pagamento
6221,959,2024-09-01,2901.95,doc
6222,113,2023-09-20,1710.03,doc
6223,894,2025-03-04,1751.22,saque
6224,637,2023-07-25,5007.96,doc
6225,949,2024-06-05,7111.07,ted
6226,40,2024-05-10,4017.0,ted
6227,837,2023-05-23,784.59,saque
6228,567,2024-03-03,1054.63,saque
6229,200,2024-09-12,1667.25,saque
6230,559,2023-10-10,1923.33,saque
6231,424,2024-04-07,1885.03,doc
6232,507,2024-01-17,6823.65,ted
6233,881,2025-03-05,5067.07,ted
6234,701,2023-07-30,9539.11,doc
6235,155,2024-06-30,5124.68,doc
6236,802,2024-07-26,8332.49,doc
6237,646,2023-10-05,4206.08,doc
6238,378,2024-08-22,1529.42,saque
6239,139,2024-12-22,7791.79,doc
6240,597,2024-09-17,6097.49,doc
6241,826,2023-08-01,865.77,pagamento
6242,785,2024-06-15,511.25,ted
6243,761,2024-10-20,4407.7,doc
6244,410,2023-11-25,652.51,saque
6245,137,2025-03-13,1575.9,pagamento
6246,960,2025-01-02,5171.4,ted
6247,947,2024-03-28,492.0,saque
6248,430,2023-05-05,3358.84,doc
6249,331,2023-04-06,7270.31,doc
6250,866,2024-12-17,2606.23,pagamento
6251,330,2024-09-07,1007.16,pagamento
6252,76,2024-06-28,5317.68,ted
6253,665,2023-12-22,3768.1,doc
6254,845,2024-04-11,421.71,saque
6255,620,2024-12-08,1493.29,saque
6256,614,2023-07-17,7627.37,doc
6257,216,2023-08-23,3549.57,pagamento
6258,539,2024-05-31,3914.22,pagamento
6259,307,2024-02-14,3998.73,pagamento
6260,621,2024-12-18,3486.53,pagamento
6261,114,2023-04-24,4930.88,pagamento
6262,105,2024-05-15,3867.69,pagamento
6263,158,2024-07-05,823.87,saque
6264,961,2024-12-04,517.34,saque
6265,117,2025-02-18,360.44,saque
6266,60,2023-08-02,3979.21,pagamento
6267,777,2025-03-11,8139.59,doc
6268,655,2023-10-21,4165.12,pagamento
6269,593,2023-12-21,233.38,saque
6270,213,2024-09-30,1371.64,saque
6271,990,2023-12-01,8112.69,doc
6272,217,2023-04-01,4610.01,ted
6273,758,2023-11-10,7071.97,ted
6274,714,2024-05-14,5628.79,ted
6275,557,2024-07-03,2788.78,pagamento
6276,678,2024-09-07,1464.17,doc
6277,792,2023-05-25,8332.28,doc
6278,107,2024-02-09,1958.65,pagamento
6279,613,2025-02-15,6072.39,doc
6280,928,2023-04-28,8890.24,ted
6281,432,2025-03-19,1296.36,saque
6282,934,2023-08-30,5631.52,ted
6283,100,2024-03-17,372.75,saque
6284,364,2024-07-05,322.96,saque
6285,43,2024-07-05,5302.75,ted
6286,629,2023-09-18,2558.48,doc
6287,588,2023-10-31,5635.69,ted
6288,595,2023-09-25,1067.67,pagamento
6289,117,2024-03-31,4578.25,ted
6290,82,2023-11-14,9660.15,ted
6291,653,2024-02-04,1971.88,saque
6292,387,2025-01-29,4519.94,ted
6293,617,2024-12-03,6879.39,ted
6294,178,2023-12-26,3721.17,ted
6295,11,2023-08-17,3207.33,pagamento
6296,607,2023-09-13,4993.38,ted
6297,379,2025-03-05,5233.51,ted
6298,350,2023-12-16,1105.59,saque
6299,313,2023-06-05,6511.88,ted
6300,667,2023-06-28,3007.54,pagamento
6301,669,2024-01-19,2912.83,pagamento
6302,359,2024-02-22,9996.18,ted
6303,365,2024-09-01,2005.98,pagamento
6304,111,2024-12-13,1420.82,ted
6305,265,2023-11-16,4546.29,ted
6306,314,2023-06-03,581.93,saque
6307,948,2024-09-28,2886.7,ted
6308,72,2023-08-10,8242.49,doc
6309,171,2023-11-22,789.54,saque
6310,617,2023-12-21,1609.16,doc
6311,416,2024-04-25,846.55,saque
6312,792,2024-02-21,3047.9,ted
6313,78,2023-07-07,4390.92,pagamento
6314,707,2024-02-02,8242.68,doc
6315,943,2024-01-23,3017.57,pagamento
6316,744,2024-11-08,4544.66,pagamento
6317,297,2023-11-12,3644.01,doc
6318,395,2024-11-10,4793.84,pagamento
6319,530,2025-02-14,6561.98,ted
6320,870,2024-02-06,640.08,pagamento
6321,661,2024-04-28,2197.94,pagamento
6322,702,2023-08-25,9371.98,ted
6323,603,2025-03-07,7430.93,doc
6324,224,2024-07-05,484.29,pagamento
6325,441,2025-01-30,792.16,pagamento
6326,869,2024-12-24,2411.71,pagamento
6327,184,2024-02-22,4879.77,pagamento
6328,296,2024-05-21,1328.11,pagamento
6329,406,2023-06-07,2008.75,ted
6330,648,2024-01-21,3303.54,doc
6331,925,2023-05-21,1749.14,saque
6332,350,2025-03-14,4002.6,doc
6333,564,2024-12-15,1511.96,saque
6334,1,2023-09-13,6615.52,ted
6335,732,2024-10-03,5216.38,doc
6336,448,2024-06-19,9725.49,doc
6337,818,2024-04-01,557.07,pagamento
6338,104,2023-04-06,2995.73,pagamento
6339,883,2024-07-16,1917.21,saque
6340,680,2023-05-02,4843.69,doc
6341,457,2023-12-18,1072.29,saque
6342,366,2023-07-12,429.36,pagamento
6343,110,2024-08-05,8742.01,ted
6344,160,2024-06-10,4124.2,doc
6345,976,2024-03-01,8255.21,doc
6346,946,2024-07-19,4188.59,ted
6347,887,2025-01-30,4402.25,doc
6348,233,2024-06-09,8446.53,doc
6349,45,2023-06-03,1084.15,saque
6350,681,2024-02-10,712.62,saque
6351,404,2025-02-18,758.67,doc
6352,941,2024-12-06,6860.1,doc
6353,240,2025-03-10,7490.21,ted
6354,258,2023-12-25,1943.92,saque
6355,129,2024-05-26,1452.35,pagamento
6356,17,2024-10-07,6726.0,ted
6357,838,2023-09-09,743.86,doc
6358,249,2023-11-18,714.07,saque
6359,177,2023-08-23,5677.51,ted
6360,495,2024-01-01,3677.81,ted
6361,647,2023-07-04,114.73,saque
6362,695,2024-08-21,1027.91,saque
6363,95,2023-06-28,9272.64,doc
6364,220,2023-12-06,697.61,saque
6365,777,2024-11-20,3936.62,pagamento
6366,786,2024-08-31,1588.0,saque
6367,974,2025-01-09,4320.98,pagamento
6368,884,2024-10-28,2678.74,ted
6369,105,2023-09-16,1440.24,saque
6370,696,2023-10-07,523.88,saque
6371,602,2024-12-05,2898.57,doc
6372,619,2023-12-01,963.11,pagamento
6373,348,2024-05-23,6564.29,doc
6374,921,2024-05-17,7722.46,doc
6375,661,2023-06-08,3041.7,pagamento
6376,137,2024-01-21,3006.51,ted
6377,833,2025-01-23,8515.84,ted
6378,744,2024-01-04,7938.17,ted
6379,568,2023-05-27,2529.85,pagamento
6380,68,2024-10-11,110.74,saque
6381,908,2024-06-28,7813.25,doc
6382,22,2024-09-05,9821.21,ted
6383,679,2024-08-29,9183.82,doc
6384,325,2023-05-31,7749.89,doc
6385,181,2023-10-30,1486.11,saque
6386,453,2024-04-30,575.54,saque
6387,77,2024-02-12,8718.87,doc
6388,894,2023-08-11,7097.52,ted
6389,62,2024-02-29,9063.47,doc
6390,438,2023-06-30,8983.64,doc
6391,107,2023-04-25,7500.57,ted
6392,359,2023-11-25,580.78,ted
6393,751,2023-09-15,5173.13,doc
6394,272,2025-01-25,9226.45,doc
6395,604,2025-03-20,4688.07,pagamento
6396,228,2024-01-19,4823.55,pagamento
6397,248,2024-02-13,8378.68,ted
6398,576,2024-01-16,1192.98,saque
6399,724,2023-05-20,3327.4,doc
6400,900,2023-06-11,1466.14,saque
6401,719,2024-12-16,1085.34,saque
6402,715,2024-01-06,203.71,saque
6403,841,2023-04-26,7281.5,doc
6404,427,2023-12-10,3813.33,pagamento
6405,544,2024-03-30,8119.21,doc
6406,132,2023-10-12,7124.11,doc
6407,522,2023-11-11,439.0,saque
6408,679,2025-02-10,7196.74,doc
